,x1,x2,dx1,dx2
0.0,-1.0,1.0,2.1,1.9
0.1,-0.7448362917384305,1.12635627931531,2.8992900274581275,0.6835438008406225
0.2,-0.4409495684685831,1.1560525035566058,3.0986034955212247,0.016971909607592817
0.30000000000000004,-0.13428872041560894,1.1468097309831906,3.0167475463774225,-0.14598188821538968
0.4,0.16156304994757073,1.131954140899313,2.9003696386948623,-0.1534740055380501
0.5,0.44430384485709234,1.1109486895093854,2.7335104575252562,-0.3125304704522526
0.6000000000000001,0.7004552011323503,1.0579894154773275,2.334136179019774,-0.8057643186471181
0.7000000000000001,0.8993637770653614,0.9414172506634988,1.5959475232202147,-1.5383447933481502
0.8,1.0160602353446524,0.7548724493722647,0.7554057172210021,-2.1409323629648966
0.9,1.0593908364335756,0.5253743522448421,0.1711293954436364,-2.392428911347369
1.0,1.061856189471516,0.284662623930166,-0.07359435630408032,-2.3968743139428526
1.1,1.0514251300500008,0.04842130515723278,-0.1160074424256243,-2.3247013893118504
1.2000000000000002,1.0397598952144207,-0.18022754938763436,-0.12411680033022941,-2.2475847611164657
1.3,1.0231237070866546,-0.4000069178107605,-0.2351054015261083,-2.135574874197799
1.4000000000000001,0.9863278216250285,-0.6031122369081289,-0.5347115311328244,-1.8971455209967953
1.5,0.9105312763324224,-0.7727620083408111,-0.9984160172105068,-1.463636898236942
1.6,0.7865233266274363,-0.8914183470025586,-1.4653454071150482,-0.9022819792342461
1.7000000000000002,0.6231591980712322,-0.955162875701599,-1.7670581605410767,-0.396836605958803
1.8,0.43971643484813816,-0.9771343071532866,-1.874420913330044,-0.076742874345154
1.9000000000000001,0.2521636055733525,-0.976661449931193,-1.8648148223569954,0.06109217600240819
2.0,0.06796801132093153,-0.9685396162137153,-1.8171453544249776,0.09022772085542119
2.1,-0.11122399466125131,-0.9595426529909434,-1.7668066658618378,0.09109906739668847
2.2,-0.2851088404732708,-0.9489754994466975,-1.7068907443979038,0.13181172916836834
2.3000000000000003,-0.4510514181704717,-0.9300980090851031,-1.6000461389384624,0.2639915932956425
2.4000000000000004,-0.6019646809285443,-0.892405841715365,-1.3995900584104533,0.5073277688442178
2.5,-0.7272160375554543,-0.8260711664436129,-1.0889529849259192,0.8255370276852974
2.6,-0.8176242896507944,-0.7277070313069661,-0.7160665077477323,1.1317154491554493
2.7,-0.8714238330810589,-0.6028881236592887,-0.3720942846231735,1.3453962050275017
2.8000000000000003,-0.8953783506854618,-0.46247405727811014,-0.1260472908071495,1.4455454283294527
2.9000000000000004,-0.9003599329597117,-0.31654847028906036,0.009549327713682249,1.4629218824057884
3.0,-0.8962522100291284,-0.17120294325235563,0.06195700431860018,1.4403632869721388
3.1,-0.8894327034173133,-0.028805977082843097,0.07031437372622096,1.4072459747184842
3.2,-0.8824257537711242,0.1102636645766442,0.07139349396123758,1.3741120604769843
3.3000000000000003,-0.8743446234342155,0.24584248339149456,0.09655848337893706,1.335349532561588
3.4000000000000004,-0.8614685684616643,0.3765642157759781,0.1707260726641507,1.273300350780037
3.5,-0.8380959211007911,0.4989516481355124,0.3072990245422343,1.164943612017511
3.6,-0.798136185745405,0.607455071224433,0.4991468443635533,0.9944444213887177
3.7,-0.7374731606742954,0.6959578420685014,0.7142932542363256,0.7684649060974008
3.8000000000000003,-0.6560189968651324,0.7604076509727106,0.9075980073056991,0.5206816079739531
3.9000000000000004,-0.5578584992706255,0.8008757151759066,1.0447273257100913,0.2958496201994846
4.0,-0.44924067519209654,0.8214358731719945,1.1176054851778054,0.12590202441471798
4.1000000000000005,-0.3360319674708908,0.8281812546524598,1.1398672473676539,0.01908412510957841
4.2,-0.2222516971231038,0.8270314778515477,1.1324455730229779,-0.03461077886839215
4.3,-0.10994384828552417,0.8224370747820102,1.1127302812438362,-0.052971943782361516
4.4,0.00022400655701230315,0.8169947611161158,1.0906560447492257,-0.05453280225999831
4.5,0.10820136639711236,0.8115318778205105,1.0687971249992334,-0.055979732824401454
4.6000000000000005,0.21387673393139303,0.8053172596692799,1.0435759475568998,-0.07179455141897179
4.7,0.31652970277465914,0.7962915687728738,1.0066541894917098,-0.1139181649833731
4.800000000000001,0.4144510471125039,0.7813905912635997,0.9470702576708243,-0.1900897030449894
4.9,0.5048571140477695,0.757112146301473,0.8551140013362895,-0.3007557666701424
5.0,0.5842818701549851,0.720398547529761,0.7277898041782653,-0.43631730391343715
5.1000000000000005,0.6494926496015226,0.6696412608519849,0.5731620457175852,-0.5779928848177052
5.2,0.698609637087932,0.6053258746744259,0.4095102828847245,-0.7041007619820271
5.300000000000001,0.7318180644410051,0.5298831621732394,0.25836404649742584,-0.7987394249784842
5.4,0.7512532416704485,0.44680502436947805,0.13599626251115549,-0.8569065423719728
5.5,0.760207688627612,0.3595655437097193,0.049040976208598236,-0.8833206911358689
5.6000000000000005,0.7621799929527959,0.27088135839412086,-0.0045236678201717034,-0.887516313398108
5.7,0.7601817326572737,0.18247678400540038,-0.03177695575171369,-0.8791895704317637
5.800000000000001,0.7564069154462991,0.09521380162054927,-0.04155157577563269,-0.865644901837181
5.9,0.7521629299879661,0.009378827325226826,-0.04255189808886651,-0.8510710436429255
6.0,0.7479245504578701,-0.0750107030315593,-0.04268234746006531,-0.8367225180600172
6.1000000000000005,0.7434203880554677,-0.15793365306028623,-0.04896559300378531,-0.8213441163042942
6.2,0.7377216919994906,-0.23913630117908852,-0.06749984931550557,-0.8016178853031779
6.300000000000001,0.7293497358551032,-0.3179528998165633,-0.10308412532522783,-0.7727423824035912
