,x1,x2,x3,dx1,dx2,dx3,rkStep
0.76,1.8594405954834075,1.5406136497913607,19.921471955072683,-3.1882694569204673,13.480929348697698,-50.259245651149236,3.0
0.761,1.8563354853156593,1.5541218023710979,19.87128977630505,-3.022136829445614,13.535491435722026,-50.1051346199026,3.0
0.762,1.8533959529379447,1.5676848667271726,19.821261641387807,-2.8571108621077212,13.590755707262996,-49.95115692289328,2.0
0.763,1.850620900732159,1.5813035534191502,19.771387420074056,-2.6931734731300883,13.646738871019375,-49.79730638050464,2.0
0.764,1.848009249154708,1.5949785895881998,19.72166698831147,-2.5303065956650816,13.703457383594955,-49.64357678306786,2.0
0.765,1.845559936720411,1.608710718709265,19.67210022827283,-2.368492180111459,13.760927457013459,-49.489961889838355,2.0
0.766,1.8432719199841325,1.6225007003497038,19.62268702838765,-2.207712196344287,13.819165065142174,-49.33645542792453,2.0
0.767,1.8411441735202274,1.636349309934305,19.573427283374876,-2.0479486358592247,13.878185950024557,-49.18305109117028,2.0
0.768,1.8391756898998823,1.650257338516594,19.52432089427672,-1.8891835138328839,13.938005628122038,-49.02974253899265,2.0
0.769,1.8373654796664391,1.664225592556333,19.475367768493694,-1.731398871101062,13.998639396465238,-48.87652339517608,2.0
0.77,1.8357125713087803,1.678254893703129,19.426567819820857,-1.5745767760565132,14.06010233871497,-48.7233872466243,2.0
0.771,1.8342160112328558,1.692346078586056,19.37792096848534,-1.4186993264679981,14.122409331133206,-48.57032764207123,2.0
0.772,1.8328748637314303,1.7064999986092055,19.32942714118518,-1.2637486512222473,14.185575048464443,-48.41733809075195,2.0
0.773,1.8316882109521246,1.7207175197530715,19.2810862711295,-1.1097069119905312,14.249613969727653,-48.26441206103485,2.0
0.774,1.8306551528638297,1.7349995223816839,19.23289829808006,-0.9565563048214587,14.314540383919308,-48.11154297901584,2.0
0.775,1.8297748072215627,1.749346901055401,19.18486316839427,-0.8042790616616169,14.380368395627674,-47.95872422707576,2.0
0.776,1.829046309529838,1.7637605643492718,19.136980835069632,-0.6528574518056618,14.447111930558844,-47.805949142401715,2.0
0.777,1.828468813004623,1.7782414346768793,19.089251257789684,-0.502273783277436,14.514784740974854,-47.65321101547321,2.0
0.778,1.8280414885339462,1.7927904481195798,19.041674402971477,-0.3525104041436644,14.583400411044195,-47.50050308851398,2.0
0.779,1.827763524637226,1.8074085542610479,18.994250243814633,-0.2035497037617806,14.652972362105157,-47.34781855391004,2.0
0.78,1.8276341274233816,1.822096716027042,18.94697876035197,-0.055374113963395644,14.723513857842422,-47.19515055259483,2.0
0.781,1.8276525205477945,1.8368559095303028,18.899859939501795,0.09203388982508276,14.795038009377201,-47.04249217240195,2.0
0.782,1.827817945168178,1.851687123920499,18.852893775121814,0.23869178752321085,14.867557780271397,-46.8898364463861,2.0
0.783,1.8281296598994194,1.866591361239135,18.806080268064793,0.3846170133971549,14.941085991446137,-46.737176351112815,2.0
0.784,1.8285869407674513,1.8815696362793326,18.759419426235894,0.5298269551188128,15.015635326015113,-46.58450480491743,2.0
0.785,1.82918908116221,1.8966229764504061,18.7129112646518,0.674338952881961,15.091218334033076,-46.43181466613368,2.0
0.786,1.8299353917897392,1.9117524216471422,18.666555805501606,0.8181702985740302,15.167847437159944,-46.279098731292436,2.0
0.787,1.8308252006234924,1.9269590241237013,18.62035307820954,0.9613382350020894,15.24553493324084,-46.126349733290915,2.0
0.788,1.831857852854887,1.942243848372059,18.574303119499525,1.1038599551717199,15.324293000802548,-45.97356033953262,2.0
0.789,1.8330327108431643,1.9576079710049006,18.528405973461616,1.2457526016173626,15.404133703466673,-45.82072315003835,2.0
0.79,1.8343491540646044,1.9730524806428882,18.48266169162033,1.3870332657828377,15.485068994280013,-45.66783069552852,2.0
0.791,1.8358065790611462,1.9885784778062168,18.437070333004925,1.5277189874507058,15.56711071996236,-45.51487543547708,2.0
0.792,1.8374043993884601,2.0041870748103765,18.391631964221634,1.6678267542191638,15.65027062507225,-45.36184975613695,2.0
0.793,1.8391420455635226,2.019879395666041,18.346346659527878,1.8073735010251823,15.734560356090988,-45.208745968537485,2.0
0.794,1.8410189650117341,2.0356565759829968,18.301214500908504,1.9463761097126264,15.819991465425243,-45.055556306453795,2.0
0.795,1.8430346220136293,2.0515197628780384,18.256235578154072,2.0848514086440906,15.90657541532862,-44.902272924348104,2.0
0.796,1.845188497651219,2.06747011488674,18.2114099889412,2.2228161723552087,15.994323581742579,-44.748887895283204,2.0
0.797,1.8474800897540073,2.0835088018790318,18.166737838915022,2.360287121250244,16.08324725805693,-44.59539320880799,2.0
0.798,1.8499089128447257,2.099637004978495,18.122219241773777,2.4972809213376923,16.17335765879033,-44.44178076881508,2.0
0.799,1.8524744980848202,2.1158559164852973,18.07785431935554,2.63381418400477,16.26466592319101,-44.28804239137054,2.0
0.8,1.8551763932197338,2.13216673980269,18.03364320172715,2.769903465829562,16.357183118758115,-44.134169802515494,2.0
0.801,1.8580141625240183,2.1485706893669865,17.989586027275333,2.9055652684296818,16.450920244683765,-43.9801546360397,2.0
0.802,1.8609873867463134,2.1650689905809433,17.945682942800104,3.040816038346299,16.545888235216374,-43.825988431226904,2.0
0.803,1.864095663054226,2.1816628797504656,17.90193410361039,3.1756721669623955,16.64209796294519,-43.6716626305718,2.0
0.804,1.8673386049791456,2.1983536040245575,17.85833967362198,3.3101499904541187,16.73956024200652,-43.51716857746852,2.0
0.805,1.8707158423610257,2.215142421338439,17.814899825457797,3.4442657897741324,16.83828583121171,-43.36249751387034,2.0
0.806,1.874227021293166,2.232030600359754,17.77161474055051,3.578035790665879,16.93828543709719,-43.207640577920564,2.0
0.807,1.8778718040670215,2.2490194204377856,17.728484609247555,3.711476163707641,17.039569716896683,-43.05258880155421,2.0
0.808,1.8816498691170727,2.26611017155561,17.685509630918542,3.8446030243853735,17.14214928143582,-42.8973331080703,2.0
0.809,1.8855609109657803,2.2833041542851014,17.642690014065124,3.977432433193211,17.246034697949234,-42.74186430967456,2.0
0.81,1.8896046401686553,2.3006026797447174,17.600025976433333,4.109980395760622,17.351236492820338,-42.586173104992156,2.0
0.811,1.8937807832594682,2.318007069559987,17.557517745128408,4.242262863005186,17.457765154243837,-42.430250076550124,2.0
0.812,1.8980890826956245,2.335518655826619,17.51516555673218,4.374295731309948,17.565631134811092,-42.27408568822934,2.0
