,x1,x2,dx1,dx2
0.0,-0.4748960351077207,0.7698254698511806,0.9231554190832089,0.16858077497128474
0.1,-0.3805295180240554,0.7810185968516814,0.958337314446157,0.06256205681336802
0.2,-0.2841782806748662,0.783720077500887,0.965043587214313,-0.002238493406256453
0.30000000000000004,-0.18804733672164337,0.7816595073866683,0.9558397327069673,-0.03445935323065865
0.4,-0.0932191988048651,0.7775375778993621,0.9402245275844378,-0.04538706015469255
0.5,-3.536133687234624e-05,0.7729187870021309,0.9234887018606764,-0.046174435092945165
0.6000000000000001,0.09148946392793775,0.7683039668532394,0.9069692318603498,-0.04688388312155097
0.7000000000000001,0.1813018231879859,0.7632476910932164,0.8886594178928224,-0.05638167733090885
0.8,0.26900726096844774,0.7564807178723467,0.863865297336735,-0.08222396884393415
0.9,0.3536437477911211,0.7460686249627005,0.8261282317749327,-0.1299836847884519
1.0,0.4335787216822425,0.7296741950510723,0.7688418677089813,-0.20186700500950394
1.1,0.5066123386215402,0.7049773624246625,0.6877352307613239,-0.2950871423974222
1.2000000000000002,0.5703497504180216,0.6702228922635335,0.5835731266670533,-0.4011745487912824
1.3,0.6227907969346406,0.6247338977179141,0.46350175273179867,-0.5075046028332656
1.4000000000000001,0.6629212903793178,0.5691511439616616,0.3396006566796466,-0.6010976139439783
1.5,0.6910234279071836,0.5052498057662483,0.2249603862773059,-0.6728437465291899
1.6,0.7085598225234172,0.4354173684376701,0.1295263206065687,-0.7197298721463978
1.7000000000000002,0.7177295352607365,0.3620543643315323,0.057945797500881586,-0.7442021230670481
1.8,0.7209364226759817,0.28714064255986943,0.00987872564500801,-0.751779906266806
1.9000000000000001,0.7203694464259894,0.21205579037447383,-0.018310981180122178,-0.7485992811346616
2.0,0.7177655731137587,0.1376052578118971,-0.03176721115468057,-0.7398281430117006
2.1,0.7143256895266152,0.06415642666152005,-0.035921125944307256,-0.7290117608834238
2.2,0.7107199284278292,-0.008192335591030856,-0.03590118485746286,-0.7180016492317169
2.3000000000000003,0.7071289143708976,-0.07944974307260423,-0.036361674277360576,-0.7071230320611722
2.4000000000000004,0.7032917623289366,-0.14958963981492776,-0.041480920918789674,-0.6953886248812966
2.5,0.6985542800828805,-0.21843045983488474,-0.054931367357707865,-0.6807161833675124
2.6,0.6919274000138349,-0.285538886335848,-0.07968833338840356,-0.6602111361072639
2.7,0.6821755679300109,-0.35016962545887137,-0.11762069650941903,-0.6306254905330577
2.8000000000000003,0.6679551344358483,-0.41126383963342883,-0.16892239960256802,-0.5890791194172781
2.9000000000000004,0.6480091572956124,-0.4675318157523279,-0.2316027505503405,-0.5339990645474487
3.0,0.621395939366062,-0.5176304437798314,-0.30138326599289117,-0.46601339278280124
3.1,0.5876941098911642,-0.560409722139409,-0.37230153316750186,-0.38836054116631263
3.2,0.5471107689219016,-0.5951596250705338,-0.43800558579699983,-0.306452099193876
3.3000000000000003,0.5004431324080933,-0.6217703483365974,-0.49328406587042795,-0.22662774781135742
3.4000000000000004,0.44890315867454256,-0.6407476295923442,-0.5351735508606908,-0.1546142073303497
3.5,0.3938719909584176,-0.6530874286824822,-0.5632242050652353,-0.09435108375297546
3.6,0.3366690816983624,-0.6600691964671007,-0.5789888825975017,-0.04756159144452147
3.7,0.27839500279697593,-0.6630423313418621,-0.5851378128398457,-0.014004321433508698
3.8000000000000003,0.2198635749836578,-0.6632585700969671,-0.5846135367282775,0.007921129081837234
3.9000000000000004,0.1616062792171565,-0.661768565819674,-0.5800487813622702,0.02054012633966349
4.0,0.10392009655954745,-0.6593750035587425,-0.5734722829987043,0.026423456214238625
4.1000000000000005,0.046933497315420486,-0.656623777157191,-0.5662233048662219,0.028103882508755538
4.2,-0.009325353643099627,-0.6538151324021987,-0.5589781560219875,0.027950533762787465
4.3,-0.06486554032322772,-0.6510220976208484,-0.5518178014455543,0.028138103186810714
4.4,-0.11967752639501188,-0.648109762732358,-0.5443007590526375,0.03065182157105026
4.5,-0.1736844831616257,-0.6447542617857084,-0.5355351424083766,0.037281790552774724
4.6000000000000005,-0.22670133611428744,-0.6404642940268309,-0.5242647795688031,0.0495734421783387
4.7,-0.27840423100046363,-0.6346106476121599,-0.5089964667494727,0.06871533760767312
4.800000000000001,-0.3283159709216742,-0.626470115784184,-0.4881959818234315,0.09536600828112367
4.9,-0.375815083955574,-0.6152886023432392,-0.46056409847141383,0.12945157284074232
5.0,-0.4201756278563403,-0.6003632668318297,-0.4253670334054882,0.17000121883968156
5.1000000000000005,-0.4606398253287249,-0.5811354607887017,-0.38274603101552396,0.21511146782259022
5.2,-0.4965159757356497,-0.5572773647099992,-0.3338934411752845,0.26211699209207145
5.300000000000001,-0.5272828117726511,-0.5287503009139876,-0.2809928251582897,0.3079805251154921
5.4,-0.5526744622851185,-0.4958162552748685,-0.22689535804103111,0.3498166287575946
5.5,-0.5727228813923293,-0.45899685900085485,-0.17461521845784184,0.38538944090237304
5.6000000000000005,-0.5877474171159672,-0.41899071469397947,-0.12680677764370743,0.4134267118171273
5.7,-0.5982981197759872,-0.37657212573908727,-0.08538408212292765,0.4336743958800189
5.800000000000001,-0.6050719770842172,-0.33249637558107814,-0.05136508499921083,0.44672421638335386
5.9,-0.608824510556736,-0.28742943191796305,-0.02492522216543435,0.45371727406759027
6.0,-0.6102940515337669,-0.24190876073002235,-0.005581987267573994,0.45603446237512185
6.1000000000000005,-0.610147238598812,-0.1963324742029637,0.0075787041710335176,0.4550475960500503
6.2,-0.6089464019902409,-0.1509690484835981,0.015699021365065645,0.45195788102170004
