,x1,x2,x3,dx1,dx2,dx3
13.7,-0.3354999864811704,0.3884020297452299,0.01686456526505731,-0.7420034679502397,-0.7107028157640418,-0.005025567313580223
13.8,-0.4018102938779038,0.31080121749037276,0.016369422691278245,-0.5802986793053833,-0.8357042084348631,-0.004878016973844999
13.9,-0.4508986426515453,0.2224482450630614,0.015888817472273234,-0.3987831925524768,-0.9251439502151323,-0.004734798702789292
14.0,-0.48115891936392974,0.12705438257273888,0.015422322792221933,-0.2050385176910809,-0.9761778811500199,-0.004595785311149581
14.1,-0.4917625819850898,0.028536863623460477,0.014969524366589557,-0.00698139290740747,-0.9875394464581347,-0.0044608533439311
14.2,-0.4826761751975583,-0.06914036733912568,0.014530020074209185,0.18745647137323707,-0.9595588124406432,-0.004329882970769957
14.3,-0.45464700127650515,-0.16212462262581404,0.014103419600166018,0.3706429125880357,-0.8941183474938882,-0.004202757879514195
14.4,-0.409158143290687,-0.2468249210420416,0.013689344089166557,0.5355417587938455,-0.7945474890037153,-0.004079365172929306
14.5,-0.348355227228759,-0.320049107858152,0.013287425809084869,0.6759798145529918,-0.6654623572432746,-0.003959595268436481
14.6,-0.27494838134555194,-0.3791224757898305,0.012897307824387068,0.7868744025291738,-0.5125575589014817,-0.0038433418007945215
14.7,-0.19209376458650537,-0.42198355239436586,0.012518643679144053,0.8644132319759077,-0.3423593685193917,-0.003730501527639006
14.8,-0.10325975847491399,-0.4472537090287479,0.01215109708935098,0.9061804137674464,-0.16195082369777952,-0.0036209742377948306
14.9,-0.012083423600563668,-0.4542783491488349,0.011794341644280209,0.9112246935706607,0.021319825837646838,-0.0035146626622806817
15.0,0.07777690292364273,-0.4431386034143231,0.011448060516602491,0.8800683375649232,0.20013544131755612,-0.0034114723879264067
15.1,0.16278695530147744,-0.41463364821568294,0.011111946181018996,0.8146574836151975,0.36749926047868475,-0.0033113117735265782
15.2,0.23967411578863684,-0.3702349254318271,0.010785700141154327,0.7182570709929399,0.5170057873787628,-0.003214091868455797
15.3,0.3055519236132973,-0.3120146290593796,0.010469032664467833,0.5952955944107073,0.6430829376330494,-0.0031197263336734116
15.4,0.3580268405376243,-0.24255179721162695,0.010161662524948009,0.45116681228841443,0.741196411492032,-0.0030281313650475676
15.5,0.39528339170780363,-0.16482016958822712,0.009863316753361351,0.2919971050023517,0.8080089397472375,-0.0029392256189304483
15.6,0.4161447329043881,-0.08206261128060002,0.009573730394833831,0.12438837040518515,0.8414889787702599,-0.002852930139918604
15.7,0.42010672646266684,0.0023426581631155376,0.00929264627354986,-0.04485287905114864,0.8409655396180585,-0.0027691682907342668
15.8,0.40734469523645306,0.0850185695499699,0.009019814764359556,-0.2089892137549846,0.8071280351350772,-0.0026878656841653036
15.9,0.3786931228622275,0.16272298064037266,0.00875499357109174,-0.36161787839928605,0.7419722294539498,-0.002608950117003453
16.0,0.33559963544113425,0.2324744776836683,0.008497947511375543,-0.4969179105796402,0.6486954889581706,-0.0025323515059220945
16.1,0.2800555928896995,0.29166537400211845,0.008248448307779694,-0.6098693542562931,0.5315464803932243,-0.002458001825236665
16.2,0.21450649964413956,0.3381576798324851,0.008006274385083932,-0.6964364266014782,0.3956361664256711,-0.002385835046492417
16.3,0.1417461813210245,0.37035857541582157,0.0077712106735024844,-0.7537080855233295,0.24671834859282202,-0.002315787079825868
16.400000000000002,0.06479923991713414,0.3872727996975971,0.007543048417684946,-0.779991262950296,0.09094905266903847,-0.0022477957170478928
16.5,-0.013203323945402481,0.38853033264600145,0.007321584991324883,-0.7748539990086629,-0.06536529254575063,-0.0021818005763978897
16.6,-0.08915025853837849,0.37438876014986244,0.007106623717211392,-0.739117753206939,-0.2160206835204377,-0.0021177430489199263
16.7,-0.16007294463878566,0.34571072574119244,0.006897973692564137,-0.6748001981261168,-0.35515933870357846,-0.002055566246413337
16.8,-0.2232602100693408,0.30391785265850935,0.006695449619496375,-0.5850117385014427,-0.4774949806554238,-0.0019952149509114415
16.900000000000002,-0.2763606844934682,0.2509234249129192,0.0064988716404556284,-0.4738107688735148,-0.5785110412437776,-0.0019366355656435773
17.0,-0.31746888412575636,0.18904691262529522,0.006308065178495871,-0.3460242192807977,-0.6546244693946901,-0.0018797760674369043
17.1,-0.3451919358890867,0.12091408553577257,0.006122860782239179,-0.20704118452121947,-0.7033093283100308,-0.0018245859605156495
17.2,-0.3586946786431671,0.04934695587879136,0.005943093975389424,-0.06258834479067674,-0.7231760770208714,-0.00177101623165684
17.3,-0.3577217804541336,-0.022751888747800167,0.005768605110664142,0.08150356540859766,-0.7140042679575249,-0.0017190193066626328
17.400000000000002,-0.34259644830412755,-0.09251586944724037,0.005599239228015066,0.21953281172528885,-0.6767282825473507,-0.0016685490081106487
17.5,-0.3141962423073163,-0.15722728004581943,0.005434845917011175,0.34615001474768886,-0.6133775947639779,-0.0016195605143447186
17.6,-0.2739074033851274,-0.21442203278058491,0.005275279183262196,0.4565631485266913,-0.5269748245166689,-0.0015720103196696649
17.7,-0.22355992672299407,-0.2619822955720328,0.005120397318764003,0.546716424145148,-0.42139645054215935,-0.0015258561957147928
17.8,-0.16534633204323218,-0.2982135890252662,0.004970062776050504,0.6134364869068798,-0.3012024356445647,-0.0014810571539317008
17.900000000000006,-0.1017276694039364,-0.32190359447149164,0.0048241420460405715,0.654540779631029,-0.17144212541187695,-0.0014375734091931914
18.0,-0.035330735198846344,-0.3323607029596501,0.004682505539471294,0.6689045241215805,-0.03744457648247522,-0.0013953663444608985
18.1,0.031159256981012032,-0.3294311764216676,0.004545027471812328,0.6564844814230162,0.09539807325194365,-0.0013543984764902608
18.2,0.09510620937977488,-0.3134946617144704,0.004411585751559246,0.6182993992691374,0.22184547384198453,-0.001314633422542425
18.3,0.15402661300001402,-0.28543866090173625,0.00428206187180647,0.5563687722879259,0.3370136943044815,-0.001276035868073449
18.4,0.2056849410130723,-0.246613382943392,0.004156340805003722,0.4736131596972154,0.4365617100163318,-0.001238571535372183
18.5,0.2481773422535789,-0.1987691511715283,0.004034310900802366,0.3737207642601717,0.5168527150237373,-0.0012022071531189189
18.6,0.2800005489779968,-0.14397918928968576,0.003915863786900937,0.26098622050845344,0.575084363193836,-0.0011669104268377916
18.7,0.3001035594103827,-0.08455113243639337,0.003800894272801943,0.14012852458971398,0.6093833888215396,-0.0011326500102167207
