,phi1,phi2,dphi1,dphi2,ddphi1,ddphi2,rkStep
6.301,-0.11396764211097035,4.367800356069171,0.5105003482007784,-6.88401789189546,3.5737080996271264,-22.396183883031473,2.0
6.3020000000000005,-0.11345535636971778,4.36090514475627,0.5140696711941698,-6.906400057964739,3.564929442679377,-22.36812825498165,2.0
6.303,-0.11293950570323973,4.353987565325112,0.517630190219144,-6.9287541084355935,3.556100184775324,-22.33995271748045,2.0
6.304,-0.11242009894078218,4.347047645951207,0.5211818547407829,-6.951079923492512,3.5472204580819873,-22.311657458452725,2.0
6.305,-0.11189714496206168,4.340085414929811,0.5247246143566328,-6.973377383508195,3.538290395386051,-22.283242666553537,2.0
6.306,-0.1113706526971289,4.333100900675687,0.528258418797348,-6.995646369044443,3.5293101300918868,-22.254708531165868,2.0
6.307,-0.11084063112623839,4.326094131722962,0.5317832179272861,-7.017886760852741,3.5202797962196826,-22.226055242398708,2.0
6.308,-0.1103070892797133,4.319065136724914,0.5352989617451318,-7.040098439875045,3.5111995284034867,-22.197282991084894,2.0
6.309,-0.10977003623780923,4.312013944453766,0.5388056003845195,-7.062281287244566,3.5020694618892447,-22.16839196877893,2.0
6.3100000000000005,-0.10922948113058184,4.304940583800532,0.5423030841146252,-7.08443518428637,3.4928897325329022,-22.139382367755054,2.0
6.311,-0.1086854331377496,4.297845083774801,0.5457913633407852,-7.1065600125181545,3.4836604767984256,-22.11025438100502,2.0
6.312,-0.10813790148855586,4.290727473504532,0.5492703886051119,-7.128655653651028,3.47438183175582,-22.08100820223595,2.0
6.313,-0.10758689546163515,4.283587782235901,0.552740110587078,-7.150721989590081,3.465053935079214,-22.05164402586835,2.0
6.314,-0.10703242438487166,4.276426039333054,0.5562004801041436,-7.1727589024352625,3.455676925044827,-22.022162047033817,2.0
6.315,-0.10647449763526433,4.2692422742779605,0.5596514481123361,-7.194766274481947,3.4462509405290405,-21.992562461573097,2.0
6.316,-0.10591312463878655,4.262036516670197,0.5630929657068586,-7.216743988221704,3.4367761210063863,-21.96284546603383,2.0
6.317,-0.10534831487024518,4.254808796226728,0.5665249841226961,-7.23869192634306,3.427252606547528,-21.93301125766839,2.0
6.3180000000000005,-0.10478007785314346,4.2475591427817525,0.5699474547351923,-7.26060997173209,3.417680537817307,-21.90306003443184,2.0
6.319,-0.10420842315953885,4.240287586286484,0.5733603290606519,-7.282498007473173,3.408060056072711,-21.872991994979774,2.0
6.32,-0.10363336040990025,4.232994156808932,0.5767635587569413,-7.30435591684975,3.398391303160832,-21.84280733866601,2.0
6.321,-0.10305489927296974,4.225678884533749,0.5801570956240557,-7.326183583344888,3.388674421516904,-21.812506265540698,2.0
6.322,-0.102473049465616,4.218341799761978,0.583540891604731,-7.34798089064213,3.3789095541622056,-21.782088976347865,2.0
6.323,-0.10188782075269495,4.210982932910899,0.5869148987850075,-7.369747722626047,3.369096844702086,-21.751555672523498,2.0
6.324,-0.10129922294690455,4.203602314513805,0.590279069394822,-7.391483963382996,3.3592364373238914,-21.72090655619327,2.0
6.325,-0.10070726590863906,4.196199975219783,0.5936333558085979,-7.4131894972018575,3.3493284767949008,-21.690141830170273,2.0
6.3260000000000005,-0.10011195954584742,4.188775945793548,0.5969777105458058,-7.434864208574612,3.3393731084603093,-21.659261697953006,2.0
6.327,-0.09951331381388635,4.1813302571152215,0.6003120862715499,-7.45650798219708,3.3293704782411515,-21.628266363723117,2.0
6.328,-0.09891133871537279,4.173862940180108,0.6036364357971511,-7.478120702969663,3.319320732632199,-21.59715603234312,2.0
6.329,-0.09830604430004117,4.166374026098534,0.6069507120806995,-7.499702255997884,3.3092240186999513,-21.565930909354396,2.0
6.33,-0.09769744066459203,4.158863546095594,0.6102548682276483,-7.521252526593228,3.29908048408048,-21.534591200974777,2.0
6.331,-0.09708553795254819,4.1513315315109836,0.6135488574913619,-7.542771400273674,3.2888902769774053,-21.50313711409652,2.0
